,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
208,siapa bego kamu bukan teman gue najis kesal sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
209,kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
210,tau dong bau bau cir sipit buluk,1,1,1,0,0,1,0,0,0,1,0,0
211,kayak pegang bukan mucikari,0,0,0,0,0,0,0,0,0,0,0,0
212,guru tk darma wanita satu desa plumbon porong deklarasi anti hoaks ujar benci isu sarah dukung pilih kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
213,anjir seram main xfxfxxxfxfxxc,0,1,0,0,0,0,0,0,0,0,0,0
214,kayak atau cuma bank teentu bilang mau jual uang asingtukar rupiah,0,0,0,0,0,0,0,0,0,0,0,0
215,onta yaman ninnsetahun gue depoasi kamu,1,1,1,0,0,0,0,0,1,0,0,1
216,hatihati berita pilih kepala daerah bau hoaks madiun madiun today thmadiun kotak karismatik madiun tolak cukai ilegal kunjung,0,0,0,0,0,0,0,0,0,0,0,0
217,anak cocot ini,1,1,1,0,0,0,0,0,1,1,0,0
218,xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxudah tahu hoaks fahri makanya kalau ambil berita tuyg baru jangan tong sampah ambil terus screenshoot tau berita,1,0,1,0,0,0,0,0,1,1,0,0
219,mantap direct message dekat sama baris serba bang,0,0,0,0,0,0,0,0,0,0,0,0
220,nyata lebah tidak suka bunga makan bangkai gue penasaran madu nya kayak bagaimana xfxfxax,0,0,0,0,0,0,0,0,0,0,0,0
221,pantas indonesia mundur segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
222,nah dongok bilang hacker haha,0,1,0,0,0,0,0,0,0,0,0,0
223,haha blunder kamu cebong tidak beri protein energy malnutrition pusat alas ham kalau rakyat aceh mau kali coba kamu datang perintah bilang suruh buat hukum islam kaffah aceh kalau dewan wakil rakyat a,1,1,1,0,0,0,0,0,1,1,0,0
224,bangsat gue selam bawah bawah balik ke atas,0,1,0,0,0,0,0,0,0,0,0,0
225,tak dipancingpancing urus nista bukan hanya bicara paham tentang fiksi kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
226,cebong kacung kita teman gue dungu ke tulang sumjd jangan buang buang energi debat sama merekaxfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
227,paai korupsi sapigoblog,1,1,0,1,0,0,0,0,1,0,1,0
228,sinyal kontol pelihara ini niat sih login twitter doang susah bagaimana mau open redtube setan,1,1,0,1,0,0,0,1,0,0,1,0
229,mata aku tak mau aku kafir wkwk,0,0,0,0,0,0,0,0,0,0,0,0
230,jadi ingat facebook anjir lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
231,kalau aku sih bakal bilang alah kontol,0,1,0,0,0,0,0,0,0,0,0,0
232,nikita mirzani pakai hijab masih bicara cebang cebong pernah fantasi belum uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
233,tatap alih arah enggan tatap pria curiga lagi siapa peama kali buat gaduh suasana angie temu orang pria asing tidur sofa jadi pei tidak jadi,0,0,0,0,0,0,0,0,0,0,0,0
234,lahir kembang gera komunis indonesia dapat pisah buah organisasi nama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0
235,shaheizy sama wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
236,serah kamu balas fokus kerja kami kerja tugas proyek seni budaya dalam hari langsung kumpul presentasi syukur nilai muas jadi proyek kami makin,0,0,0,0,0,0,0,0,0,0,0,0
237,akan bro,0,0,0,0,0,0,0,0,0,0,0,0
238,laku bodoh masuk kategori buat menyenangkannnkelakuan sontoloyo sangat menganggu satu bangsannkelakuan naif cara langsung bagai bentuk intimidasi hadap ulamannkelakuan,1,1,1,0,0,0,0,0,1,1,0,0
239,monyet turun mukim warga cibadak sukabumi,0,0,0,0,0,0,0,0,0,0,0,0
240,kotor masalah penting bahagia warga cebong mana ngei,1,1,0,1,0,0,0,0,1,0,1,0
241,mau giveaway taplak meja nanti menang cuma the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0
242,buka satu satu busuk kubu anies sandi menang tanpa berkah prabowo usaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
243,wkwk bodoh bang,0,1,0,0,0,0,0,0,0,0,0,0
244,bukan kayak orang begobro tapimemangbego,1,1,1,0,0,0,0,0,1,1,0,0
245,menteri lingkung hidup hutan upaya perata ekonomi lalu tora kawasan hutan hutan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
246,pak mahfud md paling allah subhanahu wa taala berang bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
247,orang orang bego banyak minum amp makan kotor onta otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
248,apa kuak semua jelas sejak awal memang strategi kampanye di tim menang anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
249,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut beemu gubernur banten wahidin halim hari sabtu seba baduy,0,0,0,0,0,0,0,0,0,0,0,0
250,lembaga lembaga anti korupsi masa lalu bubar sentuh kuasa gilir komisi berantas korupsi partai demokrasi indonesia juang paai politik kuasa pulang otot bubar komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,1,0
251,justru mas kalau sudut salah satu agama malah bahayaitulah pak rocky cerdik bisa susun kalimat tepat amppantas dgunakaninti ini mau kasih tau pngeian fiksi sbenarnyaayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
252,dukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah t tidak sadar asing kabur bawa uang banyak tanpa dukung pribumi anjing mustahil asing pribumi diam kalau sogok mental kacung memang,1,1,0,1,0,1,0,0,0,0,1,0
253,kamu rabun apa budekngue tulis ngomongnxfxfxxxfxfxx,1,1,1,0,0,0,1,0,0,1,0,0
254,bismillah tahan sepo kutuk,0,1,0,0,0,0,0,0,0,0,0,0
255,brahahahaaa cebong nya ahoker xfxfxaxaxfxfxaxa cebong cebok xfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
256,update status bikin tugas tugas selesai ya kok jancuk sekali jembut,0,1,0,0,0,0,0,0,0,0,0,0
257,pak walaupun muslim bagai jabat negara harus beindak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
258,ikan sudah sembuh sakit selamat bagus laik jual pisah seleksi ikan yang cacat permanen pelihara lebih lanjut nnkesehatanikanncc,0,0,0,0,0,0,0,0,0,0,0,0
259,ainya apa pribumi sadar lihat siapa kecuali kalian samasama cina komunis misionaris abai twit usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
260,presiden anda tuduh rezim anti islam banyak buat negeri sudah banyak buat umat,1,0,1,0,0,0,0,0,1,1,0,0
261,manusia bangsat,1,1,1,0,0,0,0,0,1,1,0,0
262,ingat jangan cina kenal wisata haram ke indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
263,tanya mana prabowo partai adil sejahtera bib kan asyik anggap antek prabowo antek partai adil sejahtera hidup lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
264,sahabat salahlovren jadi bukti beda suku agama ras bukan halang bina hubung sama umat manusia beda justru jadi warna sendiri jalin peemanan terima kasih lovrensalah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
265,sama lah laemeskipun turun turun ideologi partai komunis indonesia selalu lekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0
266,juga kesal kalau yang rokok naik motor iya kadang pengap kalau tutup terus macetxexxa,0,0,0,0,0,0,0,0,0,0,0,0
267,minta maaf kunyuk bronnenak banget rasan merekasebar hoaks minta maafsebar hoaks minta maaf laginnmesti sapu dulu biar jera nih orang,1,1,1,0,0,0,0,0,1,1,0,0
268,halo warga jakaa wakil kepala dinas tanam modal layan padu satu pintu provinsi daerah khusus ibukota jakaa bapak denny wahyu haryanto wakil wakil gubernur provinsi daerah khusus ibukota jakaa buka acara junior chamber international jci indonesia nasional event setiamelayanijakaa,0,0,0,0,0,0,0,0,0,0,0,0
269,kuat jaring gubernur tekan perlu kuasa state of the a knowledge sea bahasa lama rantau luar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
270,pandang tuan guru bajang hadap agama politik,0,0,0,0,0,0,0,0,0,0,0,0
271,sedia berengsek,1,1,0,1,0,0,0,0,1,0,1,0
272,susilo bambang yudhoyono presiden ri minta khofifah emil dekat masyarakat no bagus,0,0,0,0,0,0,0,0,0,0,0,0
273,dungu orang mau ganti presiden tidak tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
274,bokep cewek bispak bandung ngentot crot dalam xfxfxxnndownload full,0,1,0,0,0,0,0,0,0,0,0,0
275,kampret complain raga tanggap fuck,1,1,0,1,0,0,0,0,1,0,1,0
276,kamu kok kayak jablay grand theft auto mau jemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
277,lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
278,itu kerja musuh dakwah islam bubar hati rakyat hak lengser jokowi kodok tukang citra,1,0,1,0,1,0,0,0,0,0,0,1
279,ha kata saling lengkap orang bukti kamu goblok bagaimana sih,1,1,1,0,0,0,0,0,1,1,0,0
280,xexxctidakxexxd kata salah orang khalifah rasyidin xexxckami rang orang kafir sama merekaxexxd xexxckalau mereka orangorang munafikxexxd xexxctidak sebab orang munafik,0,0,0,0,0,0,0,0,0,0,0,0
281,suka nete uji nasional jadi maklum,0,1,0,0,0,0,0,0,0,0,0,0
282,nek lihat match akhir chelsea sih menang mudah manchester united iya embuh sih chelsea kacrut ki enggak prediksi xfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
283,kali pak tentara nasional indonesia suruh urus sampah plastik xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
284,khawatir manuver politik bijak yang laku rezim moga sebut akan pernah jadi negara satu republik indonesia cinta amin,0,0,0,0,0,0,0,0,0,0,0,0
285,madi arya lapor rocky gerung polisi serius kitab suci fiksi kata rocky nyata salah rasa hina tunggu bukankah biasa anut agama a anggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
286,bajing tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
287,kok pakai buruh cina kan rakyat sendiri banyak pnganggurandasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
288,nan,1,1,0,1,0,0,0,0,1,0,1,0
289,rupiah haneul cute padahal pacar perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
290,bilang anti asing asengnda tau wkwk,0,0,0,0,0,0,0,0,0,0,0,0
291,suriah sekolah radikal rakit bomplg indonesia jadi tempat pklya aman,0,0,0,0,0,0,0,0,0,0,0,0
292,kadang hidup memang kayak tai malah kadang berak orang tapi kamu harus beres tainya tangan kamu yxexxa,0,1,0,0,0,0,0,0,0,0,0,0
293,ih banci selotipan xfxfxx,1,1,1,0,0,0,0,1,0,1,0,0
294,haha kalah nih iya orang jahat kalah,1,0,1,0,0,0,0,0,1,1,0,0
295,gubernur zaman now gus ipul puti ganjar yasin djarot sihar hasan anton koster ace nurdin sudirman karolin gidot keanekaragaman budaya suku agama sungguh kaya tutur djarot hadap pesea rapat kerja cabang khusus,0,0,0,0,0,0,0,0,0,0,0,0
296,cinta orde baru meng idola kan prabowo amp hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
297,tantang buka dada eh sebut setan memang pada habis kamus lawan kenegarawanan pak joko widodo presiden ri pada makin stresssssss nih hati hati kena strok serang jantung rakyat indonesia hilang badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
298,belah duren yaaaangak dunguya cebongxfxfxxxfxfxxnmaaf,1,1,1,0,0,0,0,0,1,1,0,0
299,orangorang yahudi nasrani telah beri al kitab taurat injil kenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
300,bubar hati amp front bela islam,1,0,0,1,1,0,0,0,0,0,0,1
301,ahok memang verbal keras lampias lari lelaki lunak,1,0,1,0,0,0,0,1,0,1,0,0
302,sekadar juga teman teman kantor aku kalau langgan cadar langsung bilang awas bom aku hela nafas xfxfxxaf,0,0,0,0,0,0,0,0,0,0,0,0
303,pantat mana nih tusuk ditusuknxfxfxxopen bo wa n gay berondong massage boy gayjakaa gay yogyakarta gaytanggerxexxa,0,1,0,0,0,0,0,0,0,0,0,0
304,ancam bunuh presiden republik indonesia mas terus mesti lapor dulu tegak hukum bisa beindak ada ancam bunuh kepala negara,0,0,0,0,0,0,0,0,0,0,0,0
305,kayak orang nyosor mau minta nete,0,1,0,0,0,0,0,0,0,0,0,0
306,ngewe baik,0,1,0,0,0,0,0,0,0,0,0,0
307,jebur bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
308,partai adil sejahtera ulang tahun balai kota rr bicara calon presiden balai kota ganti nama jadi balai politik,0,0,0,0,0,0,0,0,0,0,0,0
309,pak perlu lanjut rencana seret adil ham pbb,1,0,1,0,0,0,0,0,1,1,0,0
310,bijak barang konsumen laku apabila barang sebut rusak cacat produksi konsumen rasa kurang puas produk sebut hitung lama hari tanggal pembeliannhauzminiquiz hauzidnyuk ikutann,0,0,0,0,0,0,0,0,0,0,0,0
311,kisah hidup muhammad lebih lengkap unduh sini,0,0,0,0,0,0,0,0,0,0,0,0
312,jajah atas bumi indonesia di hapus kan jajah ekonomi budaya hasil bumi cina kita basmi negara satu republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
313,we pipis onta cecer mari pantas bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
314,kalau jadi sini mungkin kalian teriak paling lantang pmh pro asing lebih pas tawar bantu asing bikin posko itu inti malah kompor keluarga korban lama pmh bilang hari lama,0,0,0,0,0,0,0,0,0,0,0,0
315,berjuangsampai jokowi lantik tahun njangan gentar jangan takut mata benang leher ujung tombak di perut nntidak surut langkah kitantidak bisu suara kitantidak,0,0,0,0,0,0,0,0,0,0,0,0
316,kayak monyet,0,1,0,0,0,0,0,0,0,0,0,0
317,survei metro televisi jokowi menang presiden baru cara hitung bagaimana bisa kalah jangan jangan salah judul maksud jokowi menang sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
318,nan,0,0,0,0,0,0,0,0,0,0,0,0
319,cuba lah tegak anime nih karakai jozu no takagisan kalau rasa nak feeling feeling cinta monyet zaman sekolahmemang throwback habes,0,0,0,0,0,0,0,0,0,0,0,0
320,seru pesta budaya derau kuta kaanegara,0,0,0,0,0,0,0,0,0,0,0,0
321,yang mau kontak retweet sekarang yanbanyak banget kenal tante jilboobs sangenini nama tante dea oxexxa,0,1,0,0,0,0,0,0,0,0,0,0
322,debat publik bukan ajang bukti siapa pintar balik bukan ruang akademik pamer siapa paling indah tiap orang punya kuat lemah bukan soal diri egosentris nama lebih soal kuat tahan l,0,0,0,0,0,0,0,0,0,0,0,0
323,duduk istana negara sekali lengser jokowi salam tahun,1,0,1,0,0,0,0,0,1,0,0,1
324,wah hebat pak lagi sibuk citra baca nih,1,0,1,0,0,0,0,0,1,1,0,0
325,anda mungkin apa apa bagi muslim sangat hina iblis betina sudah nista syariat,1,1,1,0,1,0,0,0,0,1,0,0
326,baby kafir buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
327,indonesia merdeka indonesia jajah orang cina takbir allahu akbar,1,0,0,1,0,1,0,0,0,0,1,0
328,memang benar kata politik hanta yudha kalau pasang calon no tidak kan nya jawa tengah jawa tengah gayeng tetap jokowi,0,0,0,0,0,0,0,0,0,0,0,0
329,jongos nista agama ahok sok sok ngong saramajikan nya tebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
330,saya follow beli saya katolik ikut akun prof tambah wawas berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
331,kapan sih bejat cabul balik kecut sih onta iya,1,1,1,0,0,0,0,1,0,1,0,0
332,turut wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil,1,0,1,0,0,0,0,0,1,1,0,0
333,adi gaya kamu kayak beruk begini kalau supir tembak metromini masuk dprnkampungan kamu,1,1,1,0,0,0,0,0,1,1,0,0
334,km terlalu mainstream mengaaikan pintar pintar relatif gantung mau bawa mana pengeiannya surat pemberitahuan tahun pintar mengundeeestimatekan orang gue pintar komen rejim now pintar mangkrakan janji janji doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
335,kan memang gue dongok,0,1,0,0,0,0,0,0,0,0,0,0
336,ih masak sama sama sampah xfxfxxaxfxfxxaxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
337,gue pukau ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
338,aspirasi ibu lina sumedang calon gubernur jabar berantas rebut laki orang sudah resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
339,yaelah chat kamu urus lihat mesum anggota dewan wakil rakyat diam yang nyata selingkuh tujuh tahun kalian pura pura budek cebong iq ratus sampai otak,1,1,0,1,0,0,1,1,0,0,1,0
340,kata sejak dulu kita tak takut cina pai dap kita bimbang paham yang bawa mereka,0,0,0,0,0,0,0,0,0,0,0,0
341,cermin pecah diri kaca,0,0,0,0,0,0,0,0,0,0,0,0
342,langsung tag paainyanga berani berai kamu banci,1,1,1,0,0,0,0,1,0,1,0,0
343,awwww comel nya asing kan ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
344,islam jadi manusia idealis tetap realistis siap hidup masa kini tak lupa masa depan ajak kerja keras ajak istirahat,0,0,0,0,0,0,0,0,0,0,0,0
345,kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
346,agama katolik ada sebut katolik nusantara agama kristen protestan ada sebut kristen protestan nusantara agama hindu ada sebut hindu nusantara agama buddha ada sebut buddha nusantara lah kok,0,0,0,0,0,0,0,0,0,0,0,0
347,bas teknologi digital presiden minta sistem betulbetul jalan langsung guna ramah guna ratas,0,0,0,0,0,0,0,0,0,0,0,0
348,ah kan asa untuk hibur diri mana cebong bahagia presiden cebong punya tol cebong punya lah kamu punya cuma germo xfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
349,lebih resah jadi presiden hidup penuh drama citra main film televisi joko judul,1,0,1,0,0,0,0,0,1,1,0,0
350,agama kristenngolongan darah bnasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
351,buddha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
352,yahudi bangkai minta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0,0,1,0
353,papa minta ketua fraksi rakyat mau nya setya novanto keluar dewan wakil rakyat bukan pecat ketua dewan wakil rakyat percuma di pecat masih di dewan wakil rakyat,1,0,1,0,0,0,0,0,1,1,0,0
354,cina,0,0,0,0,0,0,0,0,0,0,0,0
355,hoaks kodok biawak roket sekop bangsat karbitan munafik ganti presiden presiden baru tenggelam jokowi sungai siak,1,1,0,1,0,1,0,0,0,0,1,0
356,ribut komunis bla bla mungkin emoh baca yang baca kalau punya niat agitasi serang perintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
357,presiden jokowi harap skema kerja sama juga laku dalam pembangunanpembangunan,0,0,0,0,0,0,0,0,0,0,0,0
358,pilih umum langsung biar buat pilih presiden dewan wakil rakyat calon presiden biar kayak kucing karung mungkin bikin mekanisme baru lebih oke misal calon presiden dari gubernur prestasi jadi boleh maju jadi calon presiden yang jadi gubernur,0,0,0,0,0,0,0,0,0,0,0,0
359,vital gimanaudah kapan inter punya bek kanan bisa jadi beda akhir ya era maicon dambrosio baru baru datang cancelo bagusnyanhmmmmberai simpul geblek ausilio xfxfxxxf,1,1,1,0,0,0,0,0,1,1,0,0
360,nama agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
361,contoh meski banyak tuding duga korupsi susilo bambang yudhoyono pernah dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
362,cium bau bau pecun,0,1,0,0,0,0,0,0,0,0,0,0
363,henti jadi konsumen wisata haji rumah tipu jadi produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
364,buru nazi simon wiesenthal pegang fotofoto gambar mantan kepala gestapo laki laki rauf buah van kamar gas gerak buat eksekusi orangorang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
365,ada caci maki nista agama nyata tahu poligami umpet apa mau saya sih ogah,1,0,1,0,0,0,0,0,1,1,0,0
366,bubar negara satu republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
367,ingat baikbaik kata sih royson jokowi kacung guannitulah mungkin alas fundamental rezim justru pei sengaja masuk dalam debt trap komunis cinannso jadi wajib ganti presiden,1,1,1,0,0,1,0,0,0,1,0,0
368,wkwk mampus aku mau pepet uji ah,0,1,0,0,0,0,0,0,0,0,0,0
369,gubernur jaman now anti hoaks bukan sebar isu tidak ganjar yasin menang ganjar yasin ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
370,azan televisi panggil manggil allah subhanahu wa taala dungu biadab henti acara catut nama tuhan boleh lanjut,1,1,0,1,1,0,0,0,0,0,0,1
371,semua dapat laku bani cebong,1,1,0,1,0,0,0,0,1,0,1,0
372,aku lah baju macam yahudi top siap bas geng semua jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga siap nih betul betul out of place mohon aku tak rajam,0,0,0,0,0,0,0,0,0,0,0,0
373,gue ge marah cuma auto daftar hitam hidup guennsampah apa kalau daur ulang,0,0,0,0,0,0,0,0,0,0,0,0
374,anjir apa rasa bekas silit,0,1,0,0,0,0,0,0,0,0,0,0
375,cebong makin panas jadi makin ngawur xfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
376,amin moga kalian beiga jadi tampil baik sumbang medali buat sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
377,nan,0,0,0,0,0,0,0,0,0,0,0,0
378,gubernur zaman now gus ipul puti ganjar yasin djarot sihar hasan anton koster ace nurdin sudirman karolin gidot keanekaragaman budaya suku agama sungguh kaya tutur djarot hadap pesea rapat kerja cabang khusus,0,0,0,0,0,0,0,0,0,0,0,0
379,jangan terlalu banyak bingkai bangkai cukup jadi ajar agar hidup makin baik masa akan datang,0,0,0,0,0,0,0,0,0,0,0,0
380,edan aku masih mula menang lihat ampun kamu r gue masih sedikit banget,0,1,0,0,0,0,0,0,0,0,0,0
381,nahklo partai komunis indonesia alias paai korupsi indonesia perlu ganyang tidak,1,0,0,1,0,0,0,0,1,0,1,0
382,perempuan kayak kamu mending mati deh jelek enggak usah sok jadi make up aist,1,1,1,0,0,0,1,0,0,1,0,0
383,jual gue kayak jablay,0,1,0,0,0,0,0,0,0,0,0,0
384,bijak cuma tugas jajar kereta listrik doang tumpang cuma ikut doang xexxbxefxbxf suruh orang mengei sendiri mau mengei butuh banyak orang kan bangkai,0,1,0,0,0,0,0,0,0,0,0,0
385,itu titit nya sambung terus pakai accessoris,0,1,0,0,0,0,0,0,0,0,0,0
386,mata gue pas kecil sipit sekarang malah aneh banget,0,0,0,0,0,0,0,0,0,0,0,0
387,kok ingat aku buat banci gigih natural killer kira,0,1,0,0,0,0,0,0,0,0,0,0
388,waspada cina komunis ada indonesia,1,0,0,1,0,1,0,0,0,0,1,0
389,banci kampung heeee,1,1,1,0,0,0,0,1,0,1,0,0
390,gembel ganteng perlu kasihan banyak cinta asyik asyik hebat,0,1,0,0,0,0,0,0,0,0,0,0
391,deklarasi pilih kepala daerah aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
392,setia usaha agung pas datuk takiyuddin hasan sahkan pihak cuba pinda lembaga pai pei kata presiden pai ini,0,0,0,0,0,0,0,0,0,0,0,0
393,memang aku najis,0,1,0,0,0,0,0,0,0,0,0,0
394,sastra e karl mark pentol komunis rusia,0,0,0,0,0,0,0,0,0,0,0,0
395,otak kayak benar benar bool deh mes terus tiap hari makan silit jadi,0,1,0,0,0,0,0,0,0,0,0,0
396,ganti rezim kacung lah cebong begitu kalau tanya,1,1,0,1,0,0,0,0,1,0,1,0
397,cina apa hak kamu larang,1,0,0,1,0,1,0,0,0,0,1,0
398,hebat bicara cinta pegang alquran bagai pegang hidup alquran tak bicara cinta perang bunuh penggal,1,0,0,1,1,0,0,0,0,0,1,0
